ID,HAL ID,Title,Publication Date,Journal/Conference,Document Type,DOI,Authors,I2M Authors,Job Title,Research Groups,Membership Status,External Authors,Affiliations
5052620,hal-04939684,Invariance Of Abel Universality Under Composition And Applications,2024,Indiana University Mathematics Journal,ART,Unknown,"Konstantinos Maronikolakis, Myrto Manolaki, Stéphane Charpentier",['stephane charpentier'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],"['konstantinos maronikolakis', 'myrto manolaki']","['University College Dublin [Dublin]', 'Bilkent University [Ankara]']"
4569557,hal-03964976,Straight-Through Meets Sparse Recovery: The Support Exploration Algorithm,2024,Unknown,COMM,Unknown,"Caroline Chaux, François Malgouyres, Mimoun Mohamed, Valentin Emiya","['moulin caroline chaux', 'valentin emiya', 'mimoun mohamed']","['Attaché Temporaire d’Enseignement et de Recherche (ATER)', 'Membre Associé', 'Chargée de Recherche (CR)']",['ALEA'],"['Former', 'Current']",['francois malgouyres'],['Institut de Mathématiques de Toulouse UMR5219']
4629437,hal-03271633,Propagation Phenomena In Periodic Patchy Landscapes With Interface Conditions,2024,Journal of Dynamics and Differential Equations,ART,10.1007/s10884-022-10134-5,"François Hamel, Frithjof Lutscher, Mingmin Zhang","['francois hamel', 'mingmin zhang']","['Doctorante (Phd Student)', 'Professeur (PR)']",['AA'],"['Former', 'Current']",['frithjof lutscher'],['University of Ottawa [Ottawa]']
4629435,hal-04055502,Propagation Or Extinction In Bistable Equations: The Non-Monotone Role Of Initial Fragmentation,2024,Discrete and Continuous Dynamical Systems - Series S,ART,10.3934/dcdss.2023165,"François Hamel, Lionel Roques, Matthieu Alfaro",['francois hamel'],['Professeur (PR)'],['AA'],['Current'],"['lionel roques', 'matthieu alfaro']","['Laboratoire de Mathématiques Raphaël Salem', 'Biostatistique et Processus Spatiaux']"
4629430,hal-03715695,Asymptotic One-Dimensional Symmetry For The Fisher-Kpp Equation,2024,Journal of the European Mathematical Society,ART,Unknown,"François Hamel, Luca Rossi",['francois hamel'],['Professeur (PR)'],['AA'],['Current'],['luca rossi'],"['Dipartimento di Matematica = Istituto Matematico ""Guido Castelnuovo"" [La Sapienza, Rome]']"
4629314,hal-04629314,Cyclic Codes Over A Non-Commutative Non-Unital Ring,2024,Mathematics,ART,10.3390/math12132014,"Adel Alahmadi, Malak Altaiary, Patrick Solé",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['adel alahmadi', 'malak altaiary']",['King Abdul Aziz University']
4625566,hal-04625566,"Coxeter Polytopes And Benjamini-Schramm Convergence', 'Polytopes De Coxeter Et Convergence De Benjamini-Schramm",2024,Bulletin de la société mathématique de France,ART,10.24033/bsmf.2884,Jean Raimbault,['jean raimbault'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],[],[]
4625560,hal-04625560,"Infinitely Many Commensurability Classes Of Compact Coxeter Polyhedra In H 4 And H 5', 'Infinitude Des Classes De Commensurabilités De Groupes De Coxeter Dans Les Espaces Hyperboliques De Dimension 4 Et 5",2024,Advances in Mathematics,ART,10.1016/j.aim.2024.109705,"Jean Raimbault, Nikolay Bogachev, Sami Douba",['jean raimbault'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],"['nikolay bogachev', 'sami douba']","['Institut des Hautes Études Scientifiques', 'University of Toronto']"
4624909,hal-04624909,Recurrence And Transience Of The Critical Random Walk Snake In Random Conductances,2024,Electronic Journal of Probability,ART,10.1214/24-EJP1264,"Alexandre Legrand, Bruno Schapira, Christophe Sabot",['bruno schapira'],['Professeur (PR)'],['ALEA'],['Current'],"['alexandre legrand', 'christophe sabot']","['Institut Camille Jordan', 'Probabilités, statistique, physique mathématique']"
4622978,hal-04622978,"Drilling Hyperbolic Groups', 'Forages De Groupes Hyperboliques",2024,Unknown,Unknown,Unknown,"Alessandro Sisto, Damian Osajda, Daniel Groves, Genevieve S. Walsh, Jason F. Manning, Peter Haïssinsky",['peter haissinsky'],['Professeur (PR)'],['GDAC'],['Current'],"['alessandro sisto', 'damian osajda', 'daniel groves', 'genevieve s. walsh', 'jason f. manning']","['Department of Mathematics [Cornell]', 'Department of Mathematics, Tufts University, Medford, MA 02155, USA', 'Department of Mathematics, Heriot-Watt University and Maxwell Institute for Mathematical Sciences, Edinburgh', 'Department of Mathematics, Statistics and Computer Science [Chicago]', 'Department of Mathematical Sciences [Copenhagen]']"
4619330,hal-04619330,Comparative Study Of Transformer Robustness For Multiple Particle Tracking Without Clutter,2024,Unknown,COMM,Unknown,"Philippe Roudot, Piyush Mishra","['piyush mishra', 'philippe roudot']","['CDD Chercheur', 'Doctorant (Phd Student)']",['ALEA'],"['Former', 'Current']",[],[]
4612379,hal-04369034,A Note On The Relaxation Process In A Class Of Non-Equilibrium Two-Phase Flow Models,2024,Communications in Mathematical Sciences,ART,10.4310/CMS.2024.v22.n6.a2,Jean-Marc Hérard,['jean marc herard'],['Membre Associé'],['AA'],['Current'],[],[]
4611236,hal-04139580,A Class Of Non Linear Adaptive Time-Frequency Transforms,2024,"Sampling Theory, Signal Processing, and Data Analysis",ART,10.1007/s43670-024-00091-z,"Bruno Torrésani, Pierre Warion","['pierre warion', 'bruno torresani']","['Professeur (PR)', 'Doctorant (Phd Student)']",['ALEA'],['Current'],[],[]
3983648,hal-03494439,An Inverse Problem: Recovering The Fragmentation Kernel From The Short-Time Behaviour Of The Fragmentation Equation,2024,Annales Henri Lebesgue,ART,10.5802/ahl.207,"Magali Tournus, Marie Doumic, Miguel Escobedo",['magali tournus'],['Maître de Conférences (MCF F)'],['AA'],['Current'],"['marie doumic', 'miguel escobedo']","['Modelling and Analysis for Medical and Biological Applications', 'Universidad del País Vasco [Espainia] / Euskal Herriko Unibertsitatea [España] = University of the Basque Country [Spain] = Université du pays basque [Espagne]']"
4605634,hal-04605634,New Results On Biorthogonal Families In Cylindrical Domains And Controllability Consequences,2024,Unknown,Unknown,Unknown,"Assia Benabdallah, F Ammar Khodja, L De Teresa, Manuel González-Burgos, Morgan Morancey","['assia benabdallah', 'morgan morancey']","['Professeure Émérite (PREM)', 'Maître de Conférences (MCF H)']",['AA'],['Current'],"['f ammar khodja', 'l de teresa', 'manuel gonzalez burgos']","['Unknown', 'Laboratoire de Mathématiques de Besançon (UMR 6623)', 'Universidad de Sevilla = University of Seville']"
4603170,hal-04603170,Front Propagation Through A Perforated Wall,2024,Unknown,Unknown,Unknown,"François Hamel, Henri Berestycki, Hiroshi Matano",['francois hamel'],['Professeur (PR)'],['AA'],['Current'],"['henri berestycki', 'hiroshi matano']","[""Centre d'Analyse et de Mathématique sociales"", 'Meiji Institute for Advanced Study of Mathematical Sciences']"
4601486,hal-04601486,A Godunov-Type Scheme And A Relaxation Scheme For Second Order Turbulence Models,2024,Unknown,Unknown,Unknown,"Jean-Marc Hérard, Martin Ferrand, Nadjib Bennoura-Bouchiba",['jean marc herard'],['Membre Associé'],['AA'],['Current'],"['martin ferrand', 'nadjib bennoura bouchiba']",['EDF']
4599893,hal-04599893,"Dedekind Sums And Mean Square Value Of L(1, Χ) Over Subgroups",2024,Publ. Math. Debrecen,ART,Unknown,Stéphane Louboutin,['stephane louboutin'],['Professeur Émérite (PREM)'],['AGLR'],['Current'],[],[]
4598333,hal-04598333,The Build Up Construction For Codes Over A Non-Commutative Non-Unitary Ring Of Order $ 9 $,2024,AIMS Mathematics,ART,10.3934/math.2024892,"Adel Alahmadi, Patrick Solé, Tamador Alihia",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['adel alahmadi', 'tamador alihia']","['Quassim University', 'King Abdul Aziz University']"
4597418,hal-02655795,Divergence And Convergence Of Inertial Particles In High Reynolds Number Turbulence,2024,Unknown,Unknown,10.1017/jfm.2020.672,"Kai Schneider, Keigo Matsuda, Thibault Oujia","['kai schneider', 'thibault oujia']","['Professeur (PR)', 'Doctorant (Phd Student)']",['ALEA'],"['Former', 'Current']",['keigo matsuda'],['Japan Agency for Marine-Earth Science and Technology']
4597411,hal-02088746,On The Verification Of Adaptive Three-Dimensional Multiresolution Computations Of The Magneto Hydrodynamic Equations,2024,Unknown,Unknown,10.5890/JAND.2018.09.002,"Anna Karina Fontes Gomes, Kai Schneider, Margarete Oliveira Domingues, Odim Mendes",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],"['anna karina fontes gomes', 'margarete oliveira domingues', 'odim mendes']",['National Institute for Space Research [Sao José dos Campos] = Instituto Nacional de Pesquisas Espaciais']
4597151,hal-04597151,On The Return To Isotropy From Anisotropic Homogeneous Turbulent Shear Flow,2024,Unknown,COMM,Unknown,"Frank G Jacobitz, Kai Schneider",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],['frank g jacobitz'],['University of San Diego']
4597142,hal-04597142,Stokes-Number Dependence Of Inertial Particle Clustering In Turbulence Inertial Subrange,2024,Unknown,COMM,Unknown,"Kai Schneider, Katsunori Yoshimatsu, Keigo Matsuda",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],"['katsunori yoshimatsu', 'keigo matsuda']","['Institute of Materials and Systems for Sustainability', 'Japan Agency for Marine-Earth Science and Technology']"
4597079,hal-04597079,Multiresolution Analysis Of Convergence And Divergence Of Inertial Particle Velocity In Turbulence,2024,Unknown,COMM,Unknown,"Kai Schneider, Keigo Matsuda, Thibault Maurel-Oujia","['kai schneider', 'thibault oujia']","['Professeur (PR)', 'Doctorant (Phd Student)']",['ALEA'],"['Former', 'Current']",['keigo matsuda'],['Japan Agency for Marine-Earth Science and Technology']
4595257,hal-04595257,Two-Weight Codes Over Chain Rings *,2024,Graphs and Combinatorics,ART,Unknown,"Minjia Shi, Patrick Solé, Ruowen Liu",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['minjia shi', 'ruowen liu']",['Anhui University [Hefei]']
4590697,hal-04590697,Skew Cyclic And Skew Constacyclic Codes Over A Mixed Alphabet,2024,Axioms,ART,10.3390/axioms13060360,"Chinnapillai Durairajan, Cruz Mohan, Karthick Gowdhaman, Patrick Solé, Selda Çalkavur",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['chinnapillai durairajan', 'cruz mohan', 'karthick gowdhaman', 'selda calkavur']","['Presidency University', 'Bharathidasan University [Tiruchirappalli, India]', 'Department of Mathematics, Bharathidasan University', 'Kocaeli University [Turkey]']"
4590245,hal-04590245,Explicit Formulae For The Mean Value Of Products Of Values Of Dirichlet L-Functions At Positive Integers,2024,Proc. Amer. Math. Soc.,ART,Unknown,Stéphane Louboutin,['stephane louboutin'],['Professeur Émérite (PREM)'],['AGLR'],['Current'],[],[]
4588190,hal-04588190,The Maximum Number Of Homogeneous Weights Of Linear Codes Over Chain Rings *,2024,Journal of Algebraic Combinatorics,ART,Unknown,"Minjia Shi, Patrick Solé, Thomas Honold, Tingting Tong",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['minjia shi', 'thomas honold', 'tingting tong']","['Zhejiang University [Hangzhou, China]', 'Anhui University [Hefei]']"
4586601,hal-04586601,Optimal Error Bounds For The Two Point Flux Approximation Finite Volume Scheme,2024,Unknown,Unknown,Unknown,"Raphaele Herbin, Robert Eymard, Thierry Gallouët","['raphaele herbin', 'thierry gallouet']","['Professeure (PR)', 'Professeur (PR)']",['AA'],"['Former', 'Current']",['robert eymard'],"[""Laboratoire d'Analyse et de Mathématiques Appliquées""]"
4574672,hal-04574672,A Characteristic Mapping Method For Vlasov-Poisson With Extreme Resolution Properties,2024,Communications in Computational Physics,ART,10.4208/cicp.OA-2024-0012,"Jean-Christophe Nave, Julius Bergmann, Kai Schneider, Philipp Krah, Xi-Yuan Yin","['kai schneider', 'julius bergmann', 'philipp krah']","['Doctorant (Phd Student)', 'Professeur (PR)', 'CDD Ingénieur de Recherche']",['ALEA'],['Current'],"['jean christophe nave', 'xi yuan yin']","['Departement of Mathematics and Statistics [Montréal, McGill University]', ""Laboratoire de Mecanique des Fluides et d'Acoustique""]"
4570649,hal-04570639,Prime 2-Structures,2024,Unknown,OUV,10.55016/ojs/cdm.v19i1,Pierre Ille,['pierre ille'],['Chargé de Recherche (CR)'],['GDAC'],['Current'],[],[]
4629438,hal-04154060,"Spreading, Flattening And Logarithmic Lag For Reaction-Diffusion Equations In R^N: Old And New Results",2024,EMS Surveys in Mathematical Sciences,ART,Unknown,"François Hamel, Luca Rossi",['francois hamel'],['Professeur (PR)'],['AA'],['Current'],['luca rossi'],"['Dipartimento di Matematica = Istituto Matematico ""Guido Castelnuovo"" [La Sapienza, Rome]']"
4630681,hal-04630681,Application To Long Recordings Of Babies: Automatic Extraction Of Infant Vocalizations From One Year Home Audio Recordings,2024,Unknown,POSTER,Unknown,"Arnaud Rey, Clara Bourot, Guillem Bonafos, Jean-Marc Freyermuth, Jean-Michel Bartoli, Laurence Reboul, Pierre Pudlo, Raoul Desbrières, Samuel Tronçon, Thierry Legou","['laurence reboul', 'guillem bonafos', 'pierre pudlo', 'clara bourot', 'jean marc freyermuth']","['Professeur (PR)', 'Doctorant (Phd Student)', 'Doctorante (Phd Student)', 'Maître de Conférences (MCF F)', 'Maître de Conférences (MCF H)']",['ALEA'],"['Former', 'Current']","['arnaud rey', 'jean michel bartoli', 'raoul desbrieres', 'samuel troncon', 'thierry legou']","['Hôpital Saint-Joseph [Marseille]', 'Laboratoire Parole et Langage', 'Centre de Recherche en Psychologie et Neurosciences', 'Resurgences R&D [Arles]']"
4632811,hal-04632811,Qmol-Grid: A Matlab Package For Quantum-Mechanical Simulations In Atomic And Molecular Systems,2024,SoftwareX,ART,10.1016/j.softx.2024.101968,"Cristel Chandre, François Mauger",['cristel chandre'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],['francois mauger'],['Louisiana State University [BatonRouge]']
4670031,hal-04086184,Homogeneous Sobolev And Besov Spaces On Special Lipschitz Domains And Their Traces,2024,Unknown,Unknown,Unknown,Anatole Gaudin,['anatole gaudin'],['Doctorant (Phd Student)'],['AA'],['Former'],[],[]
4704286,hal-04704286,Hamiltonian Lorenz-Like Models,2024,Physica D: Nonlinear Phenomena,ART,10.1016/j.physd.2024.134494,"Cristel Chandre, Francesco Fedele, Martin Horvat, Nedjeljka Žagar",['cristel chandre'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],"['francesco fedele', 'martin horvat', 'nedjeljka zagar']","['Meteorological Institute [Hamburg]', 'Georgia Institute of Technology [Atlanta]', 'University of Ljubljana, Faculty of Mathematics and Physics, Ljubljana, Slovenia']"
3899021,hal-03899021,Translation Lengths In Crossing And Contact Graphs Of (Quasi-)Median Graphs,2024,"Groups, Geometry, and Dynamics",ART,10.4171/GGD/822,Anthony Genevois,['anthony genevois'],['Doctorant (Phd Student)'],['GDAC'],['Former'],[],[]
4697492,tel-04664728,"Taylor Approximation And Infinitary Λ-Calculi', 'Développement De Taylor Et Λ-Calcul Infinitaire",2024,Unknown,THESE,Unknown,Rémy Cerda,['remy cerda'],['Doctorant (Phd Student)'],['AGLR'],['Current'],[],[]
4696322,hal-04696322,Ants On The Highway,2024,Unknown,Unknown,Unknown,"Anahí Gajardo, Michaël Rao, Victor Lutfalla",['victor lutfalla'],['PostDoctorant (Postdoctoral Researcher)'],['GDAC'],['Current'],"['anahi gajardo', 'michael rao']","[""Laboratoire de l'Informatique du Parallélisme"", 'Universidad de Concepción = University of Concepción [Chile]']"
4693345,hal-04693345,Decision Problems On Geometric Tilings,2024,Unknown,Unknown,Unknown,"Benjamin Hellouin De Menibus, Pascal Vanier, Victor Lutfalla",['victor lutfalla'],['PostDoctorant (Postdoctoral Researcher)'],['GDAC'],['Current'],"['benjamin hellouin de menibus', 'pascal vanier']","['Equipe AMACC - Laboratoire GREYC - UMR6072', 'Graphes, Algorithmes et Combinatoire - LISN']"
3899035,hal-03899035,Cactus Groups From The Viewpoint Of Geometric Group Theory,2024,Topology Proceedings,ART,Unknown,Anthony Genevois,['anthony genevois'],['Doctorant (Phd Student)'],['GDAC'],['Former'],[],[]
4688530,hal-04688530,On Isodual Double Toeplitz Codes,2024,Journal of Systems Science and Complexity,ART,10.1007/s11424-024-2397-8,"Li Xu, Minjia Shi, Patrick Solé",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['li xu', 'minjia shi']",['Anhui University [Hefei]']
4686800,hal-01305119,"Minimal Time Of Controllability Of Two Parabolic Equations With Disjoint Control And Coupling Domains', 'Temps Minimal De Contrôlabilité De Deux Équations Paraboliques Avec Des Domaines De Contrôle Et De Couplage Disjoints",2024,Unknown,Unknown,10.1016/j.crma.2014.03.004,"Assia Benabdallah, Farid Ammar Khodja, Luz De Teresa, Manuel González-Burgos",['assia benabdallah'],['Professeure Émérite (PREM)'],['AA'],['Current'],"['farid ammar khodja', 'luz de teresa', 'manuel gonzalez burgos']","['Instituto de Matematicas', 'Laboratoire de Mathématiques de Besançon (UMR 6623)', 'Universidad de Sevilla = University of Seville']"
4685860,hal-04685860,Bootstrap Percolation On Rhombus Tilings,2024,Unknown,Unknown,Unknown,"Guillaume Theyssier, Solène Esnay, Victor Lutfalla","['solene esnay', 'guillaume theyssier', 'victor lutfalla']","['Chargé de Recherche (CR)', 'PostDoctorante (Postdoctoral Researcher)', 'PostDoctorant (Postdoctoral Researcher)']",['GDAC'],['Current'],[],[]
4683825,hal-03811640,"The Critical Density For Activated Random Walks Is Always Less Than 1', 'La Densité Critique Du Modèle Des Marches Aléatoires Activées Est Toujours Inférieure À 1",2024,Annals of Probability,ART,10.1214/23-AOP1674,"Alexandre Gaudillière, Amine Asselah, Nicolas Forien","['alexandre gaudilliere', 'nicolas forien']","['Chargé de Recherche (CR)', 'Attaché Temporaire d’Enseignement et de Recherche (ATER)']",['ALEA'],"['Former', 'Current']",['amine asselah'],['Laboratoire Analyse et de Mathématiques Appliquées']
4681908,hal-04681908,Autonomous Guidewire Navigation In Dynamic Environments,2024,Unknown,COMM,Unknown,"Florent Nageotte, François Lecomte, Michel Duprez, Stéphane Cotin, Valentina Scarponi",['michel duprez'],['PostDoctorant (Postdoctoral Researcher)'],['AA'],['Former'],"['florent nageotte', 'francois lecomte', 'stephane cotin', 'valentina scarponi']","['Unknown', 'Computational Anatomy and Simulation for Medicine', ""Laboratoire des sciences de l'ingénieur, de l'informatique et de l'imagerie""]"
4680614,hal-04680614,Complex Weighing Matrices And Quaternary Codes,2024,Bulletin of the Australian Mathematical Society,ART,Unknown,"Danni Lu, Minjia Shi, Patrick Solé, Ronan Egan",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['danni lu', 'minjia shi', 'ronan egan']","['Dublin City University [Dublin]', 'Anhui University [Hefei]']"
3926305,hal-03926305,High Order Numerical Methods For Vlasov-Poisson Models Of Plasma Sheaths,2024,ESAIM: Proceedings and Surveys,ART,10.1051/proc/202477229,"Anaïs Crestetto, Averil Prost, Christian Tayou-Fotso, Mehdi Badsi, Michel Mehrenberger, Nicolas Crouseilles, Valentin Ayot, Yann Barsamian",['michel mehrenberger'],['Professeur (PR)'],['AA'],['Current'],"['anais crestetto', 'averil prost', 'christian tayou fotso', 'mehdi badsi', 'nicolas crouseilles', 'valentin ayot', 'yann barsamian']","['Université de Bordeaux', 'Laboratoire de Mathématiques Jean Leray', 'Laboratoire Jean Alexandre Dieudonné', 'École Européenne de Bruxelles', ""Laboratoire de Mathématiques de l'INSA de Rouen Normandie"", 'Multi-scale numerical geometric schemes']"
4668815,hal-04109590,Well-Posedness Of Reynolds Averaged Equations For Compressible Fluids With A Vanishing Pressure,2024,Mathematical Methods in the Applied Sciences,ART,10.1002/mma.9685,Emile Deleage,['emile deleage'],['Doctorant (Phd Student)'],['AA'],['Current'],[],[]
4634190,hal-04129130,Contamination-Source Based K-Sample Clustering,2024,Unknown,Unknown,Unknown,"Denys Pommeret, Pierre Vandekerkhove, Xavier Milhaud, Yahia Salhi","['xavier milhaud', 'denys pommeret']","['Professeur (PR)', 'Maître de Conférences (MCF H)']",['ALEA'],['Current'],"['pierre vandekerkhove', 'yahia salhi']","['Université Claude Bernard Lyon 1', 'Université Gustave Eiffel']"
4668803,hal-04668803,A Depth-Averaged Model For Granular Flow Consistent With The Incompressible Μ(I) Rheology,2024,Unknown,Unknown,Unknown,"Emile Deleage, Gaël Loïc Richard",['emile deleage'],['Doctorant (Phd Student)'],['AA'],['Current'],['gael loic richard'],['Institut des Géosciences de l’Environnement']
4661388,hal-04661388,Scars Of Kramers-Henneberger Atoms,2024,"The European Physical Journal D : Atomic, molecular, optical and plasma physics",ART,10.1140/epjd/s10053-024-00942-3,"Cristel Chandre, Elena Floriani, Jonathan Dubois","['cristel chandre', 'jonathan dubois']","['Directeur de Recherche (DR)', 'Doctorant (Phd Student)']",['GDAC'],"['Former', 'Current']",['elena floriani'],['Aix Marseille Université']
4660562,hal-04660562,Triorthogonal Codes And Self-Dual Codes,2024,Quantum Information Processing,ART,10.1007/s11128-024-04485-9,"Haodong Lu, Jon-Lark Kim, Minjia Shi, Patrick Solé",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['haodong lu', 'jon lark kim', 'minjia shi']","['School of Mathematical Sciences [Anhui]', 'Sogang University [Séoul]']"
4647520,hal-03850461,On Homogeneous Sobolev And Besov Spaces On The Whole And The Half Space,2024,Unknown,Unknown,Unknown,Anatole Gaudin,['anatole gaudin'],['Doctorant (Phd Student)'],['AA'],['Former'],[],[]
4647409,hal-04168807,Kpp Transition Fronts In A One-Dimensional Two-Patch Habitat,2024,Mathematical Medicine and Biology,ART,10.1093/imammb/dqae011,"François Hamel, Mingmin Zhang","['francois hamel', 'mingmin zhang']","['Doctorante (Phd Student)', 'Professeur (PR)']",['AA'],"['Former', 'Current']",[],[]
4647260,hal-03922859,A Centered Limited Finite Volume Approximation Of The Momentum Convection Operator For Low-Order Nonconforming Face-Centered Discretizations,2024,International Journal for Numerical Methods in Fluids,ART,10.1002/fld.5276,"Aubin Brunel, Jean-Claude Latché, Raphaele Herbin","['jean claude latche', 'aubin brunel', 'raphaele herbin']","['Professeure (PR)', 'Membre Associé', 'Doctorant (Phd Student)']",['AA'],"['Former', 'Current']",[],[]
2467832,hal-02094675,Characterization Of The Reduced Peripheral System Of Links,2024,Journal of the Institute of Mathematics of Jussieu,ART,10.1017/S1474748023000543,"Benjamin Audoux, Jean-Baptiste Meilhan",['benjamin audoux'],['Professeur (PR)'],['GDAC'],['Current'],['jean baptiste meilhan'],['Institut Fourier']
4644313,hal-04613777,Bloch Functions With Wild Boundary Behaviour In $\\C^N$,2024,Unknown,Unknown,Unknown,"Nicolas Espoullier, Rachid Zarouf, Stéphane Charpentier","['nicolas espoullier', 'rachid zarouf', 'stephane charpentier']","['Doctorant (Phd Student)', 'Maître de Conférences (MCF H)']",['AGT'],"['Former', 'Current']",[],[]
4638297,hal-04638297,Topological Data Analysis Of Human Vowels: Persistent Homologies Across Representation Spaces,2024,Unknown,Unknown,10.48550/arXiv.2310.06508,"Arnaud Rey, Guillem Bonafos, Jean-Marc Freyermuth, Pierre Pudlo, Samuel Tronçon","['jean marc freyermuth', 'guillem bonafos', 'pierre pudlo']","['Professeur (PR)', 'Doctorant (Phd Student)', 'Maître de Conférences (MCF H)']",['ALEA'],"['Former', 'Current']","['arnaud rey', 'samuel troncon']","['Laboratoire de psychologie cognitive', 'Resurgences R&D [Arles]']"
4638275,hal-04638275,Dirichlet Process Mixture Model Based On Topologically Augmented Signal Representation For Clustering Infant Vocalizations,2024,Unknown,Unknown,Unknown,"Arnaud Rey, Clara Bourot, Guillem Bonafos, Jean-Marc Freyermuth, Laurence Reboul, Pierre Pudlo, Samuel Tronçon","['laurence reboul', 'guillem bonafos', 'pierre pudlo', 'clara bourot', 'jean marc freyermuth']","['Professeur (PR)', 'Doctorant (Phd Student)', 'Doctorante (Phd Student)', 'Maître de Conférences (MCF F)', 'Maître de Conférences (MCF H)']",['ALEA'],"['Former', 'Current']","['arnaud rey', 'samuel troncon']","['Laboratoire de psychologie cognitive', 'Resurgences R&D [Arles]']"
4636835,tel-04636835,"Inner Rates Of Finite Morphisms', 'Taux Internes De Morphismes Finis",2024,Unknown,THESE,Unknown,Yenni Cherik,['yenni cherik'],['Doctorant (Phd Student)'],['GDAC'],['Former'],[],[]
4634623,hal-04634623,Boundary Toda Conformal Field Theory From The Path Integral,2024,Unknown,Unknown,Unknown,"Baptiste Cerclé, Nathan Huguenin",['nathan huguenin'],['Doctorant (Phd Student)'],['ALEA'],['Current'],['baptiste cercle'],['Département de Mathématiques - EPFL']
4634502,hal-04444509,Interval Maps With Dense Periodicity,2024,Unknown,Unknown,Unknown,"Jernej Činč, Jozef Bobok, Piotr Oprocha, Serge Troubetzkoy",['serge troubetzkoy'],['Professeur (PR)'],['GDAC'],['Current'],"['jernej cinc', 'jozef bobok', 'piotr oprocha']","['AGH University of Science and Technology [Krakow, PL]', 'University of Maribor', 'KM FSv CVUT']"
4569605,hal-04569605,Coboundaries And Eigenvalues Of Morphic Subshifts,2024,Unknown,Unknown,Unknown,Paul Mercat,['paul mercat'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],[],[]
4560792,hal-04560792,Stability Of Partially Congested Travelling Wave Solutions For The Extended Aw-Rascle System,2024,Unknown,Unknown,Unknown,"Emile Deleage, Muhammed Ali Mehmood",['emile deleage'],['Doctorant (Phd Student)'],['AA'],['Current'],['muhammed ali mehmood'],['Imperial College London']
4706651,hal-04706651,Aperiodic Monotiles: From Geometry To Groups,2024,Unknown,Unknown,Unknown,"Anahí Gajardo, Pierre Guillon, Thierry Coulbois, Victor Lutfalla","['victor lutfalla', 'thierry coulbois', 'pierre guillon']","['Chargé de Recherche (CR)', 'Maître de Conférences (MCF H)', 'PostDoctorant (Postdoctoral Researcher)']",['GDAC'],['Current'],['anahi gajardo'],['Universidad de Concepción = University of Concepción [Chile]']
4552422,hal-04552422,Generic Properties Of 3-Dimensional Reeb Flows: Birkhoff Sections And Entropy,2024,Unknown,Unknown,Unknown,"Ana Rechtman, Pierre Dehornoy, Umberto Hryniewicz, Vincent Colin",['pierre dehornoy'],['Professeur (PR)'],['GDAC'],['Current'],"['ana rechtman', 'umberto hryniewicz', 'vincent colin']","['Laboratoire de Mathématiques Jean Leray', 'RWTH Aachen University = Rheinisch-Westfälische Technische Hochschule Aachen', 'Institut Fourier']"
4454020,hal-04454020,From Multivalued To Boolean Functions: Preservation Of Soft Nested Canalization,2024,Theoretical Computer Science,ART,10.1016/j.tcs.2023.114277,"Paul Ruet, Élisabeth Remy",['elisabeth remy'],['Directrice de Recherche (DR)'],['ALEA'],['Current'],[],[]
4453967,hal-04453967,Homogeneous Sobolev Global-In-Time Maximal Regularity And Related Trace Estimates,2024,Journal of Evolution Equations,ART,10.1007/s00028-024-00946-x,Anatole Gaudin,['anatole gaudin'],['Doctorant (Phd Student)'],['AA'],['Former'],[],[]
4453464,hal-04453464,Duality Solutions To The Hard-Congestion Model For The Dissipative Aw-Rascle System,2024,Communications in Partial Differential Equations,ART,Unknown,"Charlotte Perrin, Ewelina Zatorska, Muhammed Ali Mehmood, Nilasis Chaudhuri",['charlotte perrin'],['Chargée de Recherche (CR)'],['AA'],['Current'],"['ewelina zatorska', 'muhammed ali mehmood', 'nilasis chaudhuri']","['Department of Mathematics, University of Warwick', 'Imperial College London', 'Uniwersytet Warszawski  [Polska] = University of Warsaw [Poland] = Université de Varsovie [Pologne]']"
4449392,hal-04449392,Maximum Number Of Rational Points On Hypersurfaces In Weighted Projective Spaces Over Finite Fields,2024,Unknown,Unknown,Unknown,"Marc Perret, Yves Aubry",['yves aubry'],['Maître de Conférences (MCF H)'],['AGLR'],['Current'],['marc perret'],['Institut de Mathématiques de Toulouse UMR5219']
