ID,HAL ID,Title,Publication Date,Journal/Conference,Document Type,DOI,Authors,I2M Authors,Job Title,Research Groups,Membership Status,External Authors,Affiliations
1264003,hal-01264003,Optimization Approach For The Simultaneous Reconstruction Of The Dielectric Permittivity And Magnetic Permeability Functions From Limited Observations,2015,Inverse Problems and Imaging,ART,Unknown,"Kati Niinimäki, Larisa Beilina, Michel Cristofol",['michel cristofol'],['Professeur Émérite (PREM)'],"['AA', 'AGLR']",['Current'],"['kati niinimaki', 'larisa beilina']","['Department of Mathematical Sciences', 'Department of Applied Physics']"
1265416,hal-01265416,Secants Of Minuscule And Cominuscule Minimal Orbits,2015,Linear Algebra and its Applications,ART,10.1016/j.laa.2015.04.027,"Laurent Manivel, Mateusz Michalek Michalek",['laurent manivel'],['Professeur (PR)'],['AGT'],['Former'],['mateusz michalek michalek'],['Institut Fourier']
1302617,hal-01302617,First Passage Percolation And Escape Strategies,2015,Random Structures and Algorithms,ART,10.1002/rsa.20548,"Enrique D. Andjel, Maria E. Vares",['enrique andjel'],['Professeur (PR)'],['ALEA'],['Former'],['maria e. vares'],['Universidade Federal do Rio de Janeiro [Brasil] = Federal University of Rio de Janeiro [Brazil] = Université fédérale de Rio de Janeiro [Brésil]']
1471122,hal-01471122,The Spatial Convergence Of Population Aging In Southern Europe,2015,Unknown,COMM,Unknown,"Laurence Reboul, Sébastien Oliveau, Yoann Doignon",['laurence reboul'],['Maître de Conférences (MCF F)'],['ALEA'],['Current'],"['sebastien oliveau', 'yoann doignon']","['Études des Structures, des Processus d’Adaptation et des Changements de l’Espace', 'Laboratoire méditerranéen de sociologie']"
1258628,hal-01258628,"On Kronecker'S Density Theorem, Primitive Points And Orbits Of Matrices",2015,Unknown,Unknown,Unknown,Michel Laurent,['michel julien laurent'],['Directeur de Recherche Émérite (DREM)'],['GDAC'],['Current'],[],[]
1265235,hal-01265235,Adaptive Estimation Over Anisotropic Functional Classes Via Oracle Approach,2015,Annals of Statistics,ART,10.1214/14-AOS1306,Oleg Lepski,['oleg lepski'],['Professeur (PR)'],['ALEA'],['Current'],[],[]
1314508,hal-01314508,The Topology Of The Minimal Regular Covers Of The Archimedean Tessellations,2015,Advances in Geometry,ART,10.1515/advgeom-2014-0023,"Camilo Ramírez, Daniel Pellicer, Ferrán Valdez, Miguel Raggi, Thierry Coulbois",['thierry coulbois'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],"['camilo ramirez', 'daniel pellicer', 'ferran valdez', 'miguel raggi']","['Centro de Ciencias Matemáticas, UNAM']"
1259765,hal-01259765,Wave Propagation In Underwater Acoustic Waveguides With Rough Boundaries,2015,Communications in Mathematical Sciences,ART,10.4310/CMS.2015.v13.n8.a3,Christophe Gomez,['christophe gomez'],['Maître de Conférences (MCF H)'],['AA'],['Current'],[],[]
1258659,hal-01258659,Multi-Dimensional Metric Approximation By Primitive Points,2015,Mathematische Zeitschrift,ART,10.1007/s00209-014-1404-5,"Arnaldo Nogueira, Michel Laurent, S. G. Dani","['arnaldo nogueira', 'michel julien laurent']","['Professeur Émérite (PREM)', 'Directeur de Recherche Émérite (DREM)']",['GDAC'],['Current'],['s. g. dani'],['Unknown']
1263376,hal-00955156,Cohomology And Products Of Real Weight Filtrations,2015,Annales de l'Institut Fourier,ART,10.5802/aif.2987,"Fabien Priziac, Thierry Limoges",['fabien priziac'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],['thierry limoges'],['Laboratoire Jean Alexandre Dieudonné']
1263149,hal-01263149,Probing Relevant Ingredients In Mean-Field Approaches For The Athermal Rheology Of Yield Stress Materials,2015,Soft Matter,ART,10.1039/C5SM01694K,"Francesco Puosi, Julien Olivier, Kirsten Martens",['julien olivier'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['francesco puosi', 'kirsten martens']",['Laboratoire Interdisciplinaire de Physique [Saint Martin d’Hères]']
1263121,hal-01263121,Diagonal Changes For Every Interval Exchange Transformation,2015,Geometriae Dedicata,ART,10.1007/s10711-014-0031-y,Sébastien Ferenczi,['sebastien simon ferenczi'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],[],[]
1261831,hal-01261831,Critically Twin Primitive 2-Structures,2015,Graphs and Combinatorics,ART,10.1007/s00373-014-1436-y,"Abdeljelil Salhi, Bertrand Jouve, Pierre Ille, Youssef Boudabbous",['pierre ille'],['Chargé de Recherche (CR)'],['GDAC'],['Current'],"['abdeljelil salhi', 'bertrand jouve', 'youssef boudabbous']",['Unknown']
1312943,hal-01312943,"Hyperbolic Components Of Mcmullen Maps', 'Composantes Hyperboliques Des Fractions De Mcmullen",2015,Annales Scientifiques de l'École Normale Supérieure,ART,Unknown,"Pascale Roesch, Weiyuan Qiu, Xiaoguang Wang, Yongcheng Yin",['pascale roesch'],['Professeur (PR)'],['AGT'],['Former'],"['weiyuan qiu', 'xiaoguang wang', 'yongcheng yin']","['Zhejiang University [Hangzhou, China]', 'School of Mathematical Sciences [Fudan]']"
3581889,hal-03581889,Exploring The Response Shift Effect On The Quality Of Life Of Patients With Schizophrenia: An Application Of The Random Forest Method,2015,Medical Decision Making,ART,10.1177/0272989X14559273,"Aurelie Millier, Badih Ghattas, Karine Baumstarck, Laurent Boyer, Mohamed Boucekine, Mondher Toumi, Pascal Auquier",['badih ghattas'],['Maître de Conférences (MCF H)'],['ALEA'],['Former'],"['aurelie millier', 'karine baumstarck', 'laurent boyer', 'mohamed boucekine', 'mondher toumi', 'pascal auquier']",['Unknown']
1261232,hal-01261232,Bose Condensates In Interaction With Excitations: A Two-Component Space-Dependent Model Close To Equilibrium,2015,Journal of Statistical Physics,ART,10.1007/s10955-015-1229-6,"Anne Nouri, Leif Arkeryd",['anne nouri'],['Professeure (PR)'],['AA'],['Current'],['leif arkeryd'],['Chalmers University of Technology [Göteborg]']
1261187,hal-01261187,Well-Posedness Of The Cauchy Problem For A Space-Dependent Anyon Boltzmann Equation,2015,SIAM Journal on Mathematical Analysis,ART,10.1137/15M1012335,"Anne Nouri, Leif Arkeryd",['anne nouri'],['Professeure (PR)'],['AA'],['Current'],['leif arkeryd'],['Chalmers University of Technology [Göteborg]']
1259504,hal-01259504,"Algorithmic Arithmetic, Geometry, And Coding Theory",2015,Unknown,PROCEEDINGS,10.1090/conm/637,"Alexey Zaytsev, Marc Perret, Stéphane Ballet",['stephane ballet'],['Professeur (PR)'],['AGLR'],['Current'],"['alexey zaytsev', 'marc perret']","['Immanuel Kant Baltic Federal University', 'Institut de Mathématiques de Toulouse UMR5219']"
1260312,hal-01260312,Local And Global Well-Posedness Of The Fractional Order Epdiff Equation On $\\Mathbb{R}^{D}$,2015,Unknown,COMM,Unknown,Boris Kolev,['boris kolev'],['Chargé de Recherche (CR)'],['AGT'],['Former'],[],[]
1260311,hal-01260311,Geometry Of A Two-Component System Modelling Water Waves With Constant Vorticity,2015,Unknown,COMM,Unknown,Boris Kolev,['boris kolev'],['Chargé de Recherche (CR)'],['AGT'],['Former'],[],[]
3581886,hal-03581886,Development Of A Cross-Cultural Item Bank For Measuring Quality Of Life Related To Mental Health In Multiple Sclerosis Patients,2015,Quality of Life Research,ART,10.1007/s11136-015-0948-0,"Anderson Loundou, Badih Ghattas, Jean Pelletier, Karine Baumstarck, Laurent Boyer, Pascal Auquier, Pierre Michel","['badih ghattas', 'pierre michel']","['Doctorant (Phd Student)', 'Maître de Conférences (MCF H)']",['ALEA'],['Former'],"['anderson loundou', 'jean pelletier', 'karine baumstarck', 'laurent boyer', 'pascal auquier']",['Unknown']
1260187,hal-01260187,On Arithmetic Properties Of Products And Shifted Products,2015,Unknown,COUV,10.1007/978-3-319-22240-0_21,"András Sárközy, Joel Rivat",['joel rivat'],['Professeur (PR)'],['GDAC'],['Current'],['andras sarkozy'],['Department of Algebra and Number Theory [Budapest]']
1311391,hal-01311391,Sums Of Seventh Powers Of Polynomials Over A Finite Field With 8 Elements,2015,Acta Mathematica Universitatis Comenianae,ART,Unknown,Mireille Car,['mireille car'],['Professeure Émérite (PREM)'],['GDAC'],['Current'],[],[]
1259963,hal-01259963,Fonctions Digitales Le Long Des Nombres Premiers,2015,Acta Arithmetica,ART,10.4064/aa170-2-5,"Bruno Martin, Christian Mauduit, Joel Rivat","['joel rivat', 'christian mauduit']",['Professeur (PR)'],['GDAC'],"['Former', 'Current']",['bruno martin'],['Laboratoire de Mathématiques Pures et Appliquées Joseph Liouville']
1259940,hal-01259940,Prime Numbers Along Rudin–Shapiro Sequences,2015,Journal of the European Mathematical Society,ART,10.4171/JEMS/566,"Christian Mauduit, Joël Rivat","['joel rivat', 'christian mauduit']",['Professeur (PR)'],['GDAC'],"['Former', 'Current']",[],[]
1318378,hal-01318378,"Long Turns, Inp'S And Index For Free Group Automorphisms",2015,Unknown,Unknown,Unknown,"Martin Lustig, Thierry Coulbois","['thierry coulbois', 'martin lustig']","['Professeur Émérite (PREM)', 'Maître de Conférences (MCF H)']",['GDAC'],['Current'],[],[]
1266478,hal-01266478,Differentiating The Entropy Of Random Walks On Hyperbolic Groups,2015,Annals of Probability,ART,10.1214/13-AOP901,P. Mathieu,['pierre mathieu'],['Professeur (PR)'],['ALEA'],['Current'],[],[]
1266091,hal-01266091,Penalization Of Robin Boundary Conditions,2015,Applied Numerical Mathematics: an IMACS journal,ART,Unknown,"Bouchra Bensiali, Guillaume Chiavassa, Jacques Liandrat",['jacques liandrat'],['Professeur Émérite (PREM)'],['AA'],['Current'],"['bouchra bensiali', 'guillaume chiavassa']","['Laboratoire de Mécanique, Modélisation et Procédés Propres']"
1266512,hal-01266512,Extremal Domains For The First Eigenvalue In A General Compact Riemannian Manifold,2015,Discrete and Continuous Dynamical Systems - Series A,ART,10.3934/dcds.2015.35.5799,"Erwann Delay, Pieralberto Sicbaldi",['pieralberto sicbaldi'],['Maître de Conférences (MCF H)'],['AA'],['Former'],['erwann delay'],"[""EA2151 Laboratoire de Mathématiques d'Avignon""]"
3609038,hal-03609038,On Serre’S Uniformity Conjecture For Semistable Elliptic Curves Over Totally Real Fields,2015,Mathematische Zeitschrift,ART,10.1007/s00209-015-1478-8,"Samir Siksek, Samuele Anni",['samuele anni'],['Maître de Conférences (MCF H)'],['AGLR'],['Current'],['samir siksek'],['University of Warwick [Coventry]']
1302608,hal-01302608,Subcritical Contact Process Seen From The Edge: Convergence To Quasi-Equilibrium,2015,Electronic Journal of Probability,ART,10.1214/EJP.v20-3881,"Enrique Andjel, François Ezanno, Leonardo T. Rolla, Pablo Groisman",['enrique andjel'],['Professeur (PR)'],['ALEA'],['Former'],"['francois ezanno', 'leonardo t. rolla', 'pablo groisman']","['Universidad de Buenos Aires [Buenos Aires]', ""Laboratoire d'Analyse, Topologie, Probabilités""]"
1265715,hal-01265715,On The Slice-Ribbon Conjecture For Pretzel Knots,2015,Algebraic and Geometric Topology,ART,10.2140/agt.2015.15.2133,Ana G. Lecuona,['ana lecuona'],['Maître de Conférences (MCF F)'],['GDAC'],['Former'],[],[]
1266161,hal-01266161,Vector Energy And Large Deviation,2015,Journal d'analyse mathématique,ART,10.1007/s11854-015-0005-5,"Franck Wielonsky, Norman Levenberg, Thomas Bloom",['franck wielonsky'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],"['norman levenberg', 'thomas bloom']","['Indiana University [Bloomington]', 'University of Toronto']"
1257330,hal-01257129,The Geometry Of Efficient Arithmetic On Elliptic Curves,2015,Unknown,COUV,Unknown,David Kohel,['david kohel'],['Professeur (PR)'],['AGLR'],['Current'],[],[]
1265523,hal-01265523,Bernstein-Markov: A Survey,2015,Dolomites Research Notes Approximation,ART,Unknown,"Federico Piazzon, Franck Wielonsky, Norman Levenberg, Thomas Bloom",['franck wielonsky'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],"['federico piazzon', 'norman levenberg', 'thomas bloom']",['Unknown']
1257167,hal-01257167,Twisted Hessian Curves,2015,Unknown,COMM,10.1007/978-3-319-22174-8_15,"Chitchanok Chuengsatiansup, Daniel J Bernstein, David Kohel, Tanja Lange",['david kohel'],['Professeur (PR)'],['AGLR'],['Current'],"['chitchanok chuengsatiansup', 'daniel j bernstein', 'tanja lange']",['Department of mathematics and computing science [Eindhoven]']
818144,hal-00818144,The Cayley Transform Applied To Non-Interacting Quantum Transport,2014,Journal of Functional Analysis,ART,10.1016/j.jfa.2013.12.001,"Hagen Neidhardt, Horia D. Cornean, Lukas Wilhelm, Valentin A. Zagrebnov",['valentin zagrebnov'],['Professeur Émérite (PREM)'],['AGT'],['Current'],"['hagen neidhardt', 'horia d. cornean', 'lukas wilhelm']","['Department of Mathematical Sciences [Aalborg]', 'Weierstraß-Institut für Angewandte Analysis und Stochastik = Weierstrass Institute for Applied Analysis and Stochastics [Berlin]']"
1069723,hal-01069723,"Random Spanning Forests, Markov Matrix Spectra And Well Distributed Points",2014,Unknown,Unknown,Unknown,"Alexandre Gaudillière, Luca Avena",['alexandre gaudilliere'],['Chargé de Recherche (CR)'],['ALEA'],['Current'],['luca avena'],['Mathematical institute']
669858,hal-00669858,On The Local Time Of Random Processes In Random Scenery,2014,Annals of Probability,ART,Unknown,"Bruno Schapira, Fabienne Castell, Françoise Pene, Nadine Guillotin-Plantard","['fabienne castell', 'bruno schapira']","['Professeure (PR)', 'Professeur (PR)']",['ALEA'],['Current'],"['francoise pene', 'nadine guillotin plantard']","['Institut Camille Jordan', 'Laboratoire de mathématiques de Brest']"
1103220,hal-01103220,Some Notes On The Euler Obstruction Of A Function,2014,Journal of Singularities,ART,10.5427/jsing.2014.10e,"Nicolas Dutertre, Nivaldo G. Grulha Jr.",['nicolas dutertre'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],['nivaldo g. grulha jr.'],['Instituto de Ciências Mathemàticas e de Computação [São Carlos]']
1309159,hal-01309159,Logic Programming And Logarithmic Space,2014,Unknown,COMM,10.1007/978-3-319-12736-1_3,"Clément Aubert, Marc Bagnol, Paolo Pistone, Thomas Seiller",['thomas willer'],['Maître de Conférences (MCF H)'],['ALEA'],['Current'],[],[]
1296812,hal-01296812,Contraction Of Measures On Graphs.,2014,Potential Analysis,ART,10.1007/s11118-014-9388-7,Erwan Hillion,['erwan hillion'],['Maître de Conférences (MCF H)'],['ALEA'],['Current'],[],[]
1089726,hal-01089726,The Number Of Binary Rotation Words,2014,RAIRO - Theoretical Informatics and Applications (RAIRO: ITA),ART,10.1051/ita/2014019,"Anna E. Frid, Damien Jamet",['anna frid'],['Maître de Conférences (MCF F)'],['GDAC'],['Current'],['damien jamet'],['Laboratoire Lorrain de Recherche en Informatique et ses Applications']
1700872,hal-01700872,Localization On 4 Sites For Vertex-Reinforced Random Walks On $\\Mathbb{Z}$,2014,Annals of Probability,ART,10.1214/12-AOP811,"Anne-Laure Basdevant, Arvind Singh, Bruno Schapira",['bruno schapira'],['Professeur (PR)'],['ALEA'],['Current'],"['anne laure basdevant', 'arvind singh']","[""Laboratoire de Mathématiques d'Orsay"", 'Modélisation aléatoire de Paris X']"
1067501,hal-01067501,Shape Derivative Of The Cheeger Constant,2014,"ESAIM: Control, Optimisation and Calculus of Variations",ART,10.1051/cocv/2014018,"Enea Parini, Nicolas Saintier",['enea parini'],['Maître de Conférences (MCF H)'],['AA'],['Current'],['nicolas saintier'],['Instituto de Ciencias [Los Polvorines]']
1066972,hal-01066972,The More The Better - Polyandry And Genetic Similarity Are Positively Linked To Reproductive Success In A Natural Population Of Terrestrial Salamanders (Salamandra Salamandra).,2014,Molecular Ecology,ART,10.1111/mec.12577,"Barbara A Caspers, E Tobias Krause, Katrin Rosentreter, Michael Kopp, Oliver Rupp, Ralf Hendrix, Sebastian Steinfartz",['michael kopp'],['Professeur (PR)'],['ALEA'],['Current'],"['barbara a caspers', 'e tobias krause', 'katrin rosentreter', 'oliver rupp', 'ralf hendrix', 'sebastian steinfartz']",['Unknown']
1072248,hal-01072248,Coefficient Determination Via Asymptotic Spreading Speeds,2014,Inverse Problems,ART,10.1088/0266-5611/30/3/035005,"Grégoire Nadin, Isma Kaddouri, Lionel Roques, Michel Cristofol",['michel cristofol'],['Professeur Émérite (PREM)'],"['AA', 'AGLR']",['Current'],"['gregoire nadin', 'isma kaddouri', 'lionel roques']","['Biostatistique et Processus Spatiaux', 'Laboratoire Jacques-Louis Lions', 'Faculty of mathematics, University of Sciences and Technologie Houari Boumediene,']"
1103261,hal-01103261,Subword Complexity And Decomposition Of The Set Of Factors,2014,Unknown,COMM,10.1007/978-3-662-44522-8_13,"Anna E. Frid, Julien Cassaigne, Luca Q. Zamboni, Svetlana Puzynina","['julien cassaigne', 'anna frid']","['Chargé de Recherche (CR)', 'Maître de Conférences (MCF F)']",['GDAC'],['Current'],"['luca q. zamboni', 'svetlana puzynina']","['Combinatoire, théorie des nombres', 'Department of Mathematics']"
648042,hal-00648042,A Dirichlet Principle For Non Reversible Markov Chains And Some Recurrence Theorems,2014,Probability Theory and Related Fields,ART,Unknown,"Alexandre Gaudilliere, Claudio Landim",['alexandre gaudilliere'],['Chargé de Recherche (CR)'],['ALEA'],['Current'],['claudio landim'],['Instituto Nacional de Matemática Pura e Aplicada']
626791,hal-00626791,Lê-Greuel Type Formula For The Euler Obstruction And Applications,2014,Advances in Mathematics,ART,Unknown,"Nicolas Dutertre, Nivaldo G. Grulha Jr.",['nicolas dutertre'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],['nivaldo g. grulha jr.'],['Instituto de Ciências Mathemàticas e de Computação [São Carlos]']
2929971,cea-02929971,Densification Rate In A Granular Mechanical Sintering Model Based On Flux Balance,2014,Unknown,COMM,Unknown,"J. Léchelle, Jérôme Fortin, K Saikouk, K. Saleh, M. Guessasma, R. Boyer, S. Martin","['martin fatou', 'kacem saikouk']","['Doctorant (Phd Student)', 'Maître de Conférences (MCF H)']","['AA', 'AGLR']",['Current'],"['j. lechelle', 'jerome fortin', 'k. saleh', 'm. guessasma']","[""CEA-Direction des Energies (ex-Direction de l'Energie Nucléaire)"", 'Transformation Intégrée de la Matière Renouvelable', 'Laboratoire des technologies innovantes - UR UPJV 3899']"
1322392,hal-01322392,Perturbation Bounds On The Extremal Singular Values Of A Matrix After Appending A Column,2014,Unknown,Unknown,Unknown,"Sebastien Darses, Stephane Chretien","['sebastien darses', 'stephane charpentier']",['Maître de Conférences (MCF H)'],"['AGT', 'ALEA']",['Current'],[],[]
821452,hal-00821452,The Homeomorphism Problem For Closed 3-Manifolds,2014,Algebraic and Geometric Topology,ART,10.2140/agt.2014.14:2431,"Hamish Short, Peter Scott",['hamish short'],['Professeur Émérite (PREM)'],['GDAC'],['Current'],['peter scott'],['Unknown']
1071760,hal-01071760,Generalized Subspace Pursuit And An Application To Sparse Poisson Denoising,2014,Unknown,COMM,Unknown,"François-Xavier Dupé, Sandrine Anthoine",['sandrine anthoine'],['Chargée de Recherche (CR)'],['ALEA'],['Current'],['francois xavier dupe'],['éQuipe AppRentissage et MultimediA [Marseille]']
1076061,hal-01076061,"13Th International Symposium On Parallel And Distributed Computing Ispdc 2014, Ieee Computer Society, 2014",2014,Unknown,OUV,Unknown,"Léon Mugwaneza, Robert Rolland, Traian Muntean",['robert rolland'],['Maître de Conférences Émérite (MCFEM H)'],['AGLR'],['Current'],[],[]
1074375,hal-01074375,New Examples Of Extremal Domains For The First Eigenvalue Of The Laplace-Beltrami Operator In A Riemannian Manifold With Boundary,2014,International Mathematics Research Notices,ART,10.1093/imrn/rnu211,"Jimmy Lamboley, Pieralberto Sicbaldi",['pieralberto sicbaldi'],['Maître de Conférences (MCF H)'],['AA'],['Former'],['jimmy lamboley'],['CEntre de REcherches en MAthématiques de la DEcision']
2369356,hal-01299437,Loci In Strata Of Meromorphic Differentials With Fully Degenerate Lyapunov Spectrum,2014,Journal of modern dynamics,ART,10.3934/jmd.2014.8.61,"Julien Grivaux, Pascal Hubert","['julien grivaux', 'pascal hubert']","['Chargé de Recherche (CR)', 'Professeur (PR)']","['AGT', 'GDAC']","['Former', 'Current']",[],[]
1335877,hal-01335877,Liouville Theorem For Beltrami Flow,2014,Geometric And Functional Analysis,ART,10.1007/s00039-014-0281-8,Nikolai Nadirashvili,['nikolay nadirashvili'],['Directeur de Recherche Émérite (DREM)'],['AA'],['Current'],[],[]
1083579,hal-01083579,"A Spectral Expression For A Certain Orbital Integral', 'Une Expression Spectrale Pour Une Certaine Intégrale Orbitale",2014,Unknown,Unknown,Unknown,Joël Cohen,['joel cohen'],['Attaché Temporaire d’Enseignement et de Recherche (ATER)'],['AGLR'],['Former'],[],[]
1291810,hal-01291810,Stratified Submersions And Condition (D),2014,Journal of Singularities,ART,10.5427/jsing.2015.13j,Claudio Murolo,['claudio murolo'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],[],[]
794387,hal-00715587,Non-Equilibrium States Of A Photon Cavity Pumped By An Atomic Beam,2014,Annales Henri Poincaré,ART,10.1007/s00023-013-0247-7,"Anna Vershynina, Bruno Nachtergaele, Valentin A. Zagrebnov",['valentin zagrebnov'],['Professeur Émérite (PREM)'],['AGT'],['Current'],"['anna vershynina', 'bruno nachtergaele']","['Department of Mathematics [Univ California Davis]', 'Technische Universität Munchen - Technical University Munich - Université Technique de Munich']"
751556,hal-00751556,An Extension Of The Mac Scheme To Locally Refined Meshes : Convergence Analysis For The Full Tensor Time-Dependent Navier-Stokes Equations,2014,Calcolo,ART,10.1007/s10092-014-0108-x,"Eric Chénier, Raphaele Herbin, Robert Eymard, Thierry Gallouët","['raphaele herbin', 'thierry gallouet']","['Professeure (PR)', 'Professeur (PR)']",['AA'],"['Former', 'Current']","['eric chenier', 'robert eymard']","['Laboratoire de Modélisation et Simulation Multi Echelle', ""Laboratoire d'Analyse et de Mathématiques Appliquées""]"
1097028,hal-01097028,A Combinatorial Move On The Set Of Jenkins-Strebel Differentials,2014,Unknown,Unknown,Unknown,Corentin Boissy,['corentin boissy'],['Maître de Conférences (MCF H)'],['GDAC'],['Former'],[],[]
1335913,hal-01335913,Analyticity Of Solutions For Quasilinear Wave Equations And Other Quasilinear Systems,2014,"Proceedings of the Royal Society of Edinburgh: Section A, Mathematics",ART,10.1017/S0308210512001801,"Nikolai Nadirashvili, Sergei Kuksin",['nikolay nadirashvili'],['Directeur de Recherche Émérite (DREM)'],['AA'],['Current'],['sergei kuksin'],['Institut de Mathématiques de Jussieu']
795619,hal-00795568,A Robust Entropy-Satisfying Finite Volume Scheme For The Isentropic Baer-Nunziato Model,2014,ESAIM: Mathematical Modelling and Numerical Analysis,ART,10.1051/m2an/2013101,"Frédéric Coquel, Jean-Marc Hérard, Khaled Saleh, Nicolas Seguin","['jean marc herard', 'khaled saleh']","['Membre Associé', 'Professeur (PR)']",['AA'],['Current'],"['frederic coquel', 'nicolas seguin']","[""Centre de Mathématiques Appliquées de l'Ecole polytechnique"", 'Laboratoire Jacques-Louis Lions']"
1101959,hal-01101959,An Existence Proof For The Stationary Compressible Stokes Problem,2014,Annales de la Faculté des Sciences de Toulouse. Mathématiques.,ART,10.5802/afst.1427,"A Fettah, Lakehal H., Thierry Gallouët",['thierry gallouet'],['Professeur (PR)'],['AA'],['Former'],[],[]
1079404,hal-01079404,On Low Weight Codewords Of Generalized Affine And Projective Reed-Muller Codes.,2014,"Designs, Codes and Cryptography",ART,Unknown,"Robert Rolland, Stéphane Ballet","['stephane ballet', 'robert rolland']","['Professeur (PR)', 'Maître de Conférences Émérite (MCFEM H)']",['AGLR'],['Current'],[],[]
800236,hal-00800236,Canonical Surfaces With Big Cotangent Bundle,2014,Duke Mathematical Journal,ART,Unknown,"Erwan Rousseau, Xavier Roulleau","['erwan rousseau', 'xavier roulleau']",['Professeur (PR)'],['AGT'],['Former'],[],[]
2369355,hal-01299393,"Les Exposants De Liapounoff Du Flot De Teichmüller (D’Après Eskin-Kontsevich-Zorich)', 'The Lyapunov Exponents Of Teichmüller Flow (Following Eskin-Kontsevich-Zorich)",2014,Asterisque,ART,Unknown,"Julien Grivaux, Pascal Hubert","['julien grivaux', 'pascal hubert']","['Chargé de Recherche (CR)', 'Professeur (PR)']","['AGT', 'GDAC']","['Former', 'Current']",[],[]
1875334,hal-01266780,Molecular Evidence For The Inverse Comorbidity Between Central Nervous System Disorders And Cancers Detected By Transcriptomic Meta-Analyses,2014,PLoS Genetics,ART,10.1371/journal.pgen.1004173,"Alfonso Valencia, Anaïs Baudot, César Boullosa, Kristina Ibáñez, Rafael Tabarés-Seisdedos",['anais baudot'],['Maître de Conférences (MCF H)'],['ALEA'],['Former'],"['alfonso valencia', 'cesar boullosa', 'kristina ibanez', 'rafael tabares seisdedos']","['Spanish National Cancer Research Center', 'Centro de Investigación Biomédica en Red Salud Mental [Madrid]']"
1296801,hal-01296801,"A Natural Derivative On 0,N And A Binomial Poincaré Inequality",2014,ESAIM: Probability and Statistics,ART,10.1051/ps/2014007,"Erwan Hillion, Oliver Johnson, Yaming Yu",['erwan hillion'],['Maître de Conférences (MCF H)'],['ALEA'],['Current'],"['oliver johnson', 'yaming yu']","['Department of Mathematics [Irvine]', 'University of Bristol [Bristol]']"
1310955,hal-01310955,Cobordism Of Maps On $Z_2$-Witt Spaces,2014,Unknown,Unknown,Unknown,"Alice Kimie Miwa Libardi, Eliris Rizziolli, Jean-Paul Brasselet, Marcelo Saia",['jean paul brasselet'],['Directeur de Recherche Émérite (DREM)'],['AGT'],['Current'],"['alice kimie miwa libardi', 'eliris rizziolli', 'marcelo saia']","['Instituto de Geociencias e Ciencias Exatas (DEPLAN/IGCE/UNESP)', 'Instituto de Ciências Mathemàticas e de Computação [São Carlos]']"
977313,hal-00977313,A Dynamics Driven By Repeated Harmonic Perturbations,2014,Journal of Statistical Mechanics: Theory and Experiment,ART,Unknown,"Hiroshi Tamura, Valentin Zagrebnov",['valentin zagrebnov'],['Professeur Émérite (PREM)'],['AGT'],['Current'],['hiroshi tamura'],['Graduate School of the Natural Science and Technology [Kanazawa]']
2590032,hal-02590032,Quasi-Isometric Rigidity Of The Class Of Convex-Cocompact Kleinian Groups,2014,Unknown,COMM,Unknown,Peter Haïssinsky,['peter haissinsky'],['Professeur (PR)'],['GDAC'],['Current'],[],[]
1066229,hal-01066229,On The Existence Threshold For Positive Solutions Of P-Laplacian Equations With A Concave-Convex Nonlinearity,2014,Communications in Contemporary Mathematics,ART,Unknown,"Enea Parini, Fernando Charro",['enea parini'],['Maître de Conférences (MCF H)'],['AA'],['Current'],['fernando charro'],['Unknown']
984231,hal-00984231,A Three Line Proof For Traces Of H1 Functions On Special Lipschitz Domains,2014,Ulmer Seminare,ART,Unknown,Sylvie Monniaux,['sylvie monniaux'],['Professeure (PR)'],['AA'],['Current'],[],[]
995872,hal-00851606,Geodesic Completeness For Sobolev $H^{S}$-Metrics On The Diffeomorphisms Group Of The Circle,2014,Journal of Evolution Equations,ART,10.1007/s00028-014-0245-3,"Boris Kolev, Joachim Escher",['boris kolev'],['Chargé de Recherche (CR)'],['AGT'],['Former'],['joachim escher'],['Institut für Angewandte Mathematik [Hannover]']
920129,hal-00920129,Penalization For Non-Linear Hyperbolic System,2014,Advances in Differential Equations,ART,Unknown,Thomas Auphan,['thomas auphan'],['Membre Associé'],['AA'],['Former'],[],[]
1318915,hal-01318915,Dual Automorphisms Of Free Groups,2014,Unknown,COUV,10.1007/978-3-319-05488-9_11,"Fedaa Ibrahim, Martin Lustig",['martin lustig'],['Professeur Émérite (PREM)'],['GDAC'],['Current'],['fedaa ibrahim'],"[""Laboratoire d'Analyse, Topologie, Probabilités""]"
2389401,hal-01255703,A Survey On Seifert Fiber Space Theorem,2014,International Scholarly Research Notices,ART,10.1155/2014/694106,Jean-Philippe Préaux,['jean philippe preaux'],['Membre Associé'],['GDAC'],['Current'],[],[]
